dim_value,forecast_month,year,month_num,target_eom_amount,overall_importance_tier,eom_importance_tier,overall_importance_score,eom_importance_score,eom_risk_flag,has_eom_history,eom_regularity_score,eom_stability_score,eom_recency_score,eom_concentration_score,eom_volume_score,eom_pattern_primary,eom_pattern_confidence_pct,prob_continuous_stable_pct,prob_continuous_volatile_pct,prob_intermittent_active_pct,prob_intermittent_dormant_pct,prob_rare_recent_pct,prob_rare_stale_pct,pattern_uncertainty,general_pattern,segment_name,full_segment_name,combined_priority,recommended_method,forecast_complexity,total_volume_12m,eom_volume_12m,non_eom_volume_12m,avg_monthly_volume,max_transaction,max_eom_transaction,eom_concentration,eom_predictability,eom_frequency,eom_zero_ratio,eom_cv,monthly_cv,transaction_regularity,activity_rate,transaction_dispersion,quarter_end_concentration,year_end_concentration,active_months_12m,total_nonzero_eom_count,months_inactive,months_of_history,cumulative_overall_portfolio_pct,cumulative_eom_portfolio_pct,lag_1m_eom,lag_3m_eom,lag_12m_eom,eom_ma3,eom_yoy_growth,eom_mom_growth,is_quarter_end,is_year_end,month_of_year,is_zero_eom,current_month_has_eom,raw_rf__active_months_12m,raw_rf__rolling_avg_day_dispersion,raw_rf__rolling_avg_monthly_volume,raw_rf__rolling_avg_non_eom,raw_rf__rolling_avg_nonzero_eom,raw_rf__rolling_avg_transactions,raw_rf__rolling_eom_volume_12m,raw_rf__rolling_max_eom,raw_rf__rolling_max_transaction,raw_rf__rolling_non_eom_volume_12m,raw_rf__rolling_nonzero_eom_months,raw_rf__rolling_quarter_end_volume,raw_rf__rolling_std_eom,raw_rf__rolling_std_monthly,raw_rf__rolling_std_transactions,raw_rf__rolling_total_volume_12m,raw_rf__rolling_year_end_volume,raw_rf__rolling_zero_eom_months,raw_rf__total_nonzero_eom_count,raw_rf__eom_amount_12m_ago,raw_rf__eom_amount_3m_ago,raw_rf__eom_amount_1m_ago,raw_rf__eom_ma3,raw_rf__months_of_history,raw_rf__months_since_last_eom,raw_pm__eom_concentration,raw_pm__eom_predictability,raw_pm__eom_frequency,raw_pm__eom_zero_ratio,raw_pm__eom_spike_ratio,raw_pm__eom_cv,raw_pm__monthly_cv,raw_pm__transaction_regularity,raw_pm__activity_rate,raw_pm__quarter_end_concentration,raw_pm__year_end_concentration,raw_pm__transaction_dispersion,raw_pm__has_eom_history,raw_pm__months_inactive,raw_pm__eom_periodicity
series_009,2024-02-01,2024,2,1368050.6219302097,CRITICAL,NONE,0.98928,0.37314,False,True,6.4,77.4,33.3,49.2,7.0,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.761,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,55.2,Moving_Average,5,31125798.10182904,185903.3493419708,30939894.75248707,2593816.5084857536,1495970.0190529115,720030.6488448321,0.717,0.272,0.785,0.275,0.802,0.758,0.884,0.559,9.06,0.431,0.925,6,1,6,56,0.131,0.6727,1631822.2650488366,1065585.4017040813,671457.0667707467,1404596.64,1.604,-0.168,False,False,2,0,True,6,4.201681191105416,2593816.5084857536,2578324.562707256,185903.3493419708,156.81871745966964,185903.3493419708,720030.6488448321,1495970.0190529115,30939894.75248707,1,13415551.03409684,1097585.0961778986,1964963.898022028,85.53361303023146,31125798.10182904,28777639.11702683,11,1,671457.0667707467,1065585.4017040813,1631822.2650488366,1404596.6417471683,56,9,0.7166308482514615,0.2718592378676725,0.7849532722770225,0.27458484281910994,0.21661603577608635,0.8022985981536955,0.7575570174658022,0.8837872474164274,0.5587985814892911,0.43101066807050015,0.9245590754935782,9.05574399171076,True,6,0.8444230272603299
series_012,2025-07-01,2025,7,829.7467625198813,LOW,LOW,0.58153,0.78673,True,True,87.9,20.8,50.4,7.1,33.3,RARE_STALE,64.8,9.9,6.7,18.6,24.6,0.3,40.0,0.689,INTERMITTENT,LOW_INTERMITTENT_RARE_STALE,LOW_INTERMITTENT__LOWEOM_RARE_STALE,55.2,Conservative_MA,1,16802.127306996965,578.2879185087069,16223.839388488257,1400.1772755830805,1369.6875855505778,587.7369758676729,0.676,0.393,0.461,0.651,1.001,0.665,0.649,0.805,5.62,0.098,0.351,10,6,2,40,0.9993,0.1965,630.0813316819799,804.0112907081601,351.6359871062118,859.17,0.32,0.121,False,False,7,0,True,10,4.582064590502139,1400.1772755830805,1351.9866157073548,96.38131975145114,394.0557249220806,578.2879185087069,587.7369758676729,1369.6875855505778,16223.839388488257,6,1649.5923638007093,830.3556586150405,931.0884907187899,50.340410884446165,16802.127306996965,5901.387602858247,6,6,351.6359871062118,804.0112907081601,630.0813316819799,859.1652738230893,40,3,0.675925470894708,0.3930140222965449,0.4611824214683563,0.651422957755055,0.6628376002907298,1.0007338336498115,0.6649790044128903,0.6494164592675504,0.8045721140042956,0.09817758987659642,0.35122859713131166,5.622767954624189,True,2,0.9950312250060355
series_012,2023-04-01,2023,4,997.73919587377,LOW,LOW,0.53514,0.76397,True,True,93.5,34.4,48.1,8.7,33.2,RARE_STALE,64.8,9.9,6.7,18.6,24.6,0.3,40.0,0.633,INTERMITTENT,LOW_INTERMITTENT_RARE_STALE,LOW_INTERMITTENT__LOWEOM_RARE_STALE,55.1,Conservative_MA,1,29520.709914457315,176.90321016584588,29343.80670429147,2460.0591595381097,1204.6509486470227,591.248896316178,0.63,0.34,0.566,0.595,1.07,0.647,0.752,0.821,6.2,0.052,0.344,11,10,1,13,0.9779,0.1888,661.1023986663379,505.9025926568648,168.52990119425155,1025.18,0.826,-0.062,False,False,4,0,True,11,1.592481566319393,2460.0591595381097,2445.3172253576226,17.690321016584587,532.2506644378526,176.90321016584588,591.248896316178,1204.6509486470227,29343.80670429147,10,1547.6074452988435,1067.580696584031,1592.7394703602338,94.66317459653378,29520.709914457315,10160.09306009097,2,10,168.52990119425155,505.9025926568648,661.1023986663379,1025.1776140363163,13,4,0.6297274358173877,0.34040536193439686,0.5662392866797394,0.594550183237504,0.06490669621466982,1.069999756448475,0.6474394992432946,0.7518166324132595,0.8206551729184293,0.05242446573213764,0.3441683174128282,6.201442116318618,True,1,0.38816144796031693
series_009,2023-10-01,2023,10,818791.27217616,CRITICAL,NONE,0.99428,0.35921,False,False,0.8,76.4,41.7,51.6,7.5,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.725,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.88,Moving_Average,5,38522953.74843352,549004.0054026126,37973949.74303091,3210246.1457027937,806333.0987032253,1210760.961420034,0.742,0.302,0.774,0.289,0.915,0.686,0.72,0.734,9.38,0.335,0.921,3,0,9,52,0.1075,0.6705,438184.9212523057,369739.2445858983,618244.9561631127,605605.22,0.779,-0.244,False,False,10,0,True,3,4.334367913995894,3210246.1457027937,3164495.8119192426,549004.0054026126,953.759472402627,549004.0054026126,1210760.961420034,806333.0987032253,37973949.74303091,0,12914842.97552277,749586.0961713077,2201943.920791742,67.53546270086592,38522953.74843352,35465844.55999551,12,0,618244.9561631127,369739.2445858983,438184.9212523057,605605.2194517828,52,1,0.7415656911135899,0.3018115068428822,0.7741259120000421,0.2890810234457467,0.242098957326344,0.9154788547990739,0.6859112419585781,0.7200930773975368,0.7337363358662432,0.3352505900731439,0.9206418799450878,9.382289171401538,False,9,0.4325742650033506
series_010,2023-09-01,2023,9,6371.398541975115,MEDIUM,NONE,0.66963,0.35608,False,True,12.0,100.0,6.5,60.1,40.1,RARE_STALE,49.7,12.0,9.9,2.0,50.3,0.8,25.0,0.893,VOLATILE,MEDIUM_VOLATILE_RARE_STALE,MEDIUM_VOLATILE__NONEEOM_RARE_STALE,54.85,Conservative_MA,2,183267.6658454356,2540.6186097661666,180727.04723566945,15272.305487119635,8107.3541051731445,6363.969866474214,0.735,0.174,0.652,0.24,0.0,0.471,0.473,0.48,6.42,0.227,0.417,9,5,3,49,0.0506,0.6882,7655.640189965369,6032.067390796519,3162.273407781444,6040.14,1.102,0.164,True,False,9,0,True,9,4.243138993604891,15272.305487119635,15060.587269639122,508.1237219532333,761.0621068150227,2540.6186097661666,6363.969866474214,8107.3541051731445,180727.04723566945,5,41533.05073128054,0.0,7193.5510569606895,60.142658522480076,183267.6658454356,76351.01100872143,7,5,3162.273407781444,6032.067390796519,7655.640189965369,6040.142498978476,49,7,0.7352805287784702,0.17406562360683553,0.6521982569759244,0.2400138471763012,0.14908974876824777,0.0,0.47101932730638413,0.47320616979019925,0.47968532905844685,0.22662508708060214,0.4166092837844859,6.4220168658153165,True,3,0.9850338450059597
series_009,2025-02-01,2025,2,1092333.1249926647,CRITICAL,NONE,1.0,0.35811,False,True,0.0,76.3,39.9,51.5,17.8,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.657,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.74,Moving_Average,5,28354248.927328017,238664.05469580117,28115584.872632217,2362854.077277335,1382898.2187988407,873868.3131623798,0.754,0.251,0.791,0.296,0.784,0.632,0.746,0.683,8.34,0.335,0.874,7,5,5,68,0.1294,0.6462,751726.3640777025,536098.9308476186,443708.68364545115,912577.58,1.891,0.173,False,False,2,0,True,7,0.27919110438237194,2362854.077277335,2342965.406052685,47732.810939160234,977.9462767539172,238664.05469580117,873868.3131623798,1382898.2187988407,28115584.872632217,5,9495907.83628717,856031.3682618905,1493393.003099807,79.05921286504129,28354248.927328017,24779472.814172916,7,5,443708.68364545115,536098.9308476186,751726.3640777025,912577.5845600128,68,5,0.7535490283908199,0.25061543993828367,0.7905661334826491,0.2957660228724731,0.860870123554672,0.7836724426604191,0.6320292977298925,0.7458024512898993,0.6828695456952213,0.3349024641994643,0.8739244999112035,8.341076072767889,True,5,0.48835462028120036
series_009,2023-09-01,2023,9,823254.5562681953,CRITICAL,NONE,1.0,0.4166,False,True,0.0,76.5,46.9,51.3,10.5,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.599,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.68,Moving_Average,5,37259670.608709775,538227.2672630211,36721443.34144676,3104972.5507258144,1094928.978572086,319953.35661936866,0.72,0.31,0.736,0.31,0.787,0.637,0.733,0.659,9.18,0.255,0.96,6,5,6,51,0.1554,0.6637,713521.8433343368,707624.7217668293,130429.25721165296,794962.65,1.754,0.123,True,False,9,0,True,6,2.946904690045869,3104972.5507258144,3060120.2784538963,107645.45345260421,572.0836132262692,538227.2672630211,319953.35661936866,1094928.978572086,36721443.34144676,5,9501537.910382964,647615.7210864488,1976548.5105874448,97.1005183639642,37259670.608709775,35773282.88139929,7,5,130429.25721165296,707624.7217668293,713521.8433343368,794962.6457277247,51,6,0.7200770130680726,0.30954301435594445,0.7361651287258284,0.31035901306780556,0.23762121756042043,0.7866530663639256,0.636575196172156,0.7333596085993076,0.6593154353720448,0.2550086395063808,0.9601073304452931,9.177998101589468,True,6,0.5032704481005844
series_009,2024-03-01,2024,3,1184177.3545519202,CRITICAL,NONE,1.0,0.41942,False,False,3.0,70.4,43.4,58.7,10.2,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.749,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.57,Moving_Average,5,34878765.25337456,292291.6338357954,34586473.61953877,2906563.771114547,945736.8391220428,1691922.3034922732,0.726,0.356,0.771,0.246,0.998,0.666,0.687,0.632,8.52,0.251,0.878,3,0,9,57,0.1283,0.6566,1754853.4817143274,1190719.7671249197,1074621.668289069,1350230.6,0.085,-0.053,True,False,3,0,True,3,1.6273449433831133,2906563.771114547,2882206.134961564,292291.6338357954,671.5546468075704,292291.6338357954,1691922.3034922732,945736.8391220428,34586473.61953877,0,8757082.493869573,1182288.6694558419,1937032.1851406817,71.68841755972774,34878765.25337456,30636023.708000503,12,0,1074621.668289069,1190719.7671249197,1754853.4817143274,1350230.599756927,57,5,0.7262589460557161,0.3563723615354181,0.7706829833510943,0.24566723186137654,0.9586977413653984,0.9984050656864715,0.666433747090266,0.6871136141249229,0.6315533187253536,0.25107203280432394,0.878357461494037,8.522568084853907,False,9,0.021439866623113257
series_009,2024-10-01,2024,10,598815.6835641498,CRITICAL,NONE,1.0,0.36351,False,True,10.3,80.3,41.3,50.4,19.3,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.786,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.38,Moving_Average,5,28129295.987986833,337255.6700935814,27792040.31789325,2344107.9989989027,1095793.16413161,695074.5967560384,0.686,0.256,0.715,0.299,0.884,0.711,0.859,0.713,8.35,0.337,0.987,3,2,9,64,0.1477,0.6474,838277.9158278104,367234.77813781815,119990.6904550089,719386.78,1.321,0.238,False,False,10,0,True,3,3.8696252840277428,2344107.9989989027,2316003.3598244376,168627.8350467907,972.106180432612,337255.6700935814,695074.5967560384,1095793.16413161,27792040.31789325,2,9469992.148473883,529457.1176984248,1667305.8569837718,35.89347602530483,28129295.987986833,27771574.812925395,10,2,119990.6904550089,367234.77813781815,838277.9158278104,719386.7832008726,64,3,0.6856391160835497,0.25606198320360524,0.7146759411587569,0.29868235321423076,0.9441743635056619,0.8841737653681632,0.711275187702882,0.8592875560049342,0.7134364280040699,0.33665940848708864,0.9872829673656174,8.348561248301028,True,9,0.16971341639491067
series_010,2024-03-01,2024,3,14590.568388541893,MEDIUM,NONE,0.70869,0.38137,False,True,4.5,94.3,0.0,67.7,35.7,RARE_STALE,49.7,12.0,9.9,2.0,50.3,0.8,25.0,1.21,VOLATILE,MEDIUM_VOLATILE_RARE_STALE,MEDIUM_VOLATILE__NONEEOM_RARE_STALE,54.38,Conservative_MA,2,714522.0525297062,5445.753685972474,709076.2988437337,59543.50437747551,27204.07766265669,8326.32373186752,0.726,0.18,0.657,0.25,0.114,0.39,0.462,0.354,5.71,0.292,0.347,10,5,2,55,0.0597,0.6943,16296.222306493943,14611.595884887578,8901.532255035376,13844.97,-0.405,0.071,True,False,3,0,True,10,2.0514905341565366,59543.50437747551,59089.691570311144,1089.150737194495,712.702922748449,5445.753685972474,8326.32373186752,27204.07766265669,709076.2988437337,5,208904.73814714493,1657.0074935151772,23205.63813419783,51.27471418510093,714522.0525297062,247906.1438501376,7,5,8901.532255035376,14611.595884887578,16296.222306493943,13844.974842113685,55,9,0.725927371218186,0.17968421008096025,0.6565540526547186,0.25002137007702374,0.7371249658974774,0.11356702832882373,0.3897257707085209,0.4617113511954034,0.3537524117010137,0.29236989594307833,0.3469538035564423,5.714958382821165,True,2,0.5644029255105999
series_010,2023-05-01,2023,5,10644.037362727277,MEDIUM,NONE,0.67917,0.46029,False,True,0.0,97.0,0.0,64.9,38.6,RARE_STALE,49.7,12.0,9.9,2.0,50.3,0.8,25.0,1.229,VOLATILE,MEDIUM_VOLATILE_RARE_STALE,MEDIUM_VOLATILE__NONEEOM_RARE_STALE,54.37,Conservative_MA,2,488963.88697951875,2483.414736689286,486480.47224282945,40746.99058162656,21010.145157986517,13509.71817315165,0.673,0.145,0.713,0.238,0.056,0.436,0.449,0.517,7.45,0.349,0.317,6,3,6,45,0.064,0.69,5800.037040143847,4633.469605997337,5121.609372493244,7916.48,0.41,-0.223,False,False,5,0,True,6,0.17814897695069665,40746.99058162656,40540.03935356912,827.8049122297621,936.2985781154491,2483.414736689286,13509.71817315165,21010.145157986517,486480.47224282945,3,170714.48964001544,590.9884403506268,17747.301877499838,58.61203488054969,488963.88697951875,155237.14034306197,9,3,5121.609372493244,4633.469605997337,5800.037040143847,7916.477856123831,45,6,0.6725143197398277,0.14490622225140692,0.7131425899736928,0.23767802483647554,0.2066729377890758,0.05552295808544591,0.4355487760978934,0.4489972836765239,0.5172362837571094,0.3491351696636978,0.31748181098201306,7.4451413836620945,True,6,0.3403315084392068
series_009,2023-06-01,2023,6,1497436.3757528283,CRITICAL,NONE,1.0,0.37846,False,False,0.9,63.2,33.8,56.1,3.3,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.61,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.16,Moving_Average,5,64317744.38196268,653984.0573912477,63663760.32457143,5359812.031830223,2262685.1661261586,1230864.2720460529,0.777,0.29,0.782,0.247,0.827,0.616,0.792,0.699,9.08,0.316,0.866,3,0,9,48,0.1302,0.6572,835638.8844071297,1387580.1422466375,220935.0273433644,1435108.72,1.562,-0.158,True,False,6,0,True,3,0.8676845981944176,5359812.031830223,5305313.360380952,653984.0573912477,379.57194022165856,653984.0573912477,1230864.2720460529,2262685.1661261586,63663760.32457143,0,20297981.488736913,1237707.5953482366,3300236.654125652,41.75228061075303,64317744.38196268,55674468.00009615,12,0,220935.0273433644,1387580.1422466375,835638.8844071297,1435108.723211308,48,11,0.7765779773337003,0.2897632469620469,0.7816652460062414,0.24712708586826543,0.5566239182399358,0.8265510410924708,0.6157373867827068,0.7924680105406121,0.6991904754304766,0.3155891377065968,0.865615990347285,9.081768137117677,False,9,0.21321419566014443
series_009,2023-01-01,2023,1,1160776.7762233915,CRITICAL,NONE,0.98807,0.48966,False,True,0.0,73.0,33.8,48.6,10.4,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.717,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.13,Moving_Average,5,29615831.141729005,198206.7490994069,29417624.392629597,2467985.928477417,1976664.2396777414,1622872.8619837314,0.775,0.205,0.789,0.336,0.776,0.779,0.689,0.729,8.85,0.238,1.0,6,3,6,43,0.1382,0.6565,1633092.6579610368,423335.88128657266,778991.6377976517,1389558.84,0.834,0.1,False,False,1,0,True,6,3.530611392459285,2467985.928477417,2451468.6993858,66068.91636646897,986.4992726799123,198206.7490994069,1622872.8619837314,1976664.2396777414,29417624.392629597,3,7037851.044728636,901260.7066047546,1922798.0867883689,52.20234176643487,29615831.141729005,29615831.141729005,9,3,778991.6377976517,423335.88128657266,1633092.6579610368,1389558.8430494627,43,0,0.7747433648471684,0.20541929115843022,0.7891558628361313,0.3363262965620537,0.13537859601110114,0.7764289612487103,0.779096049374401,0.6894547190033224,0.7293394910999523,0.23763814059610278,1.0,8.853246853672506,True,6,0.1556761255419754
series_010,2025-06-01,2025,6,14104.328343267916,MEDIUM,NONE,0.62012,0.45433,False,True,0.9,99.4,0.0,64.8,41.4,RARE_STALE,49.7,12.0,9.9,2.0,50.3,0.8,25.0,1.1,VOLATILE,MEDIUM_VOLATILE_RARE_STALE,MEDIUM_VOLATILE__NONEEOM_RARE_STALE,54.05,Conservative_MA,2,422332.271625343,3292.9821464619267,419039.2894788811,35194.35596877858,18745.560055780337,11127.225973421238,0.762,0.129,0.724,0.155,0.0,0.427,0.404,0.511,6.89,0.316,0.319,10,7,2,70,0.0617,0.6814,9785.142877459142,8084.415071787199,9292.657584160454,12316.96,1.723,-0.159,True,False,6,0,True,10,1.0271712490734253,35194.35596877858,34919.94078990676,470.4260209231324,215.99935534063647,3292.9821464619267,11127.225973421238,18745.560055780337,419039.2894788811,7,133542.91199666666,0.0,15026.683897117124,15.1682848366677,422332.271625343,134863.23950216427,5,7,9292.657584160454,8084.415071787199,9785.142877459142,12316.957894641602,70,4,0.762254523625724,0.12858074835755226,0.7235632463713209,0.15541937145223128,0.6539436721799263,0.0,0.42696288889183,0.40422585059083865,0.5111123814354442,0.3162034278903851,0.3193297045076474,6.893019663635331,True,2,0.5348181649431442
series_009,2023-08-01,2023,8,811742.2928486082,CRITICAL,NONE,1.0,0.37145,False,True,5.2,79.1,35.4,52.9,11.2,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.549,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.04,Moving_Average,5,25862554.567458536,197805.58175365374,25664748.985704884,2155212.8806215446,1325343.4728192564,1026450.0524584115,0.736,0.367,0.85,0.333,0.882,0.679,0.833,0.545,9.0,0.257,0.908,3,2,9,50,0.1418,0.6597,802456.9031142205,326762.2856683663,142506.6320597171,765236.5,0.277,0.272,False,False,8,0,True,3,4.697404438574377,2155212.8806215446,2138729.0821420737,98902.79087682687,434.2781994276403,197805.58175365374,1026450.0524584115,1325343.4728192564,25664748.985704884,2,6634461.10590699,716063.9412979428,1463960.6443479394,35.836763233239836,25862554.567458536,23480810.80420278,10,2,142506.6320597171,326762.2856683663,802456.9031142205,765236.496231885,50,2,0.7360590583134886,0.36657443239049,0.8499654023073697,0.3333458697211717,0.011855293210243922,0.8821321096688137,0.6792649846848289,0.8327459328294189,0.5447093708590225,0.25652767937529175,0.9079076370030138,8.99686406631559,True,9,0.1253008964061092
series_009,2023-02-01,2023,2,1152106.5454889399,CRITICAL,NONE,1.0,0.41448,False,True,0.0,73.3,42.1,48.9,6.9,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.512,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,54.02,Moving_Average,5,40573586.35424926,708303.3732505859,39865282.98099867,3381132.1961874384,2061655.3369726224,1646088.1961786968,0.815,0.37,0.729,0.39,0.732,0.622,0.696,0.645,8.75,0.311,0.913,5,3,7,44,0.1189,0.6556,932944.1800074194,594821.7711898716,487209.04968174227,1238298.55,0.938,0.143,False,False,2,0,True,5,1.453251646826842,3381132.1961874384,3322106.9150832226,236101.12441686195,241.2432922906476,708303.3732505859,1646088.1961786968,2061655.3369726224,39865282.98099867,3,12636882.591387182,843606.7682367207,2103328.7939370424,73.59844887570796,40573586.35424926,37036027.26106304,9,3,487209.04968174227,594821.7711898716,932944.1800074194,1238298.5518113582,44,9,0.8152812774026383,0.36960286033815065,0.7288386831966571,0.38971492285214404,0.24734467114334402,0.7322298198372829,0.6220782483183456,0.6962878276330062,0.6445768704292182,0.31145589352279984,0.9128112791829719,8.746934037296793,True,7,0.40134800423851813
series_009,2025-07-01,2025,7,1036054.9563686134,CRITICAL,NONE,0.98166,0.33002,False,True,0.0,76.9,47.9,60.4,3.9,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.621,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,53.88,Moving_Average,5,49046919.40916453,128975.69604449092,48917943.71312004,4087243.2840970443,1713476.1797180572,1209358.7011357034,0.878,0.318,0.8,0.33,0.86,0.63,0.762,0.67,8.67,0.244,0.89,6,2,6,73,0.1248,0.66,1228322.7838397888,949722.0989195892,128767.67778026401,1237981.71,0.345,0.146,False,False,7,0,True,6,4.552358130856421,4087243.2840970443,4076495.3094266704,64487.84802224546,507.78868063229015,128975.69604449092,1209358.7011357034,1713476.1797180572,48917943.71312004,2,11942946.45785416,890852.3620386738,2573116.3272792627,26.901393124441586,49046919.40916453,43668084.4464252,10,2,128767.67778026401,949722.0989195892,1228322.7838397888,1237981.709054183,73,1,0.8782984171795961,0.3183898223146838,0.8004897352163496,0.32981915233366826,0.48694071323924826,0.8598504901333839,0.6295481204387658,0.7619603005981246,0.6704424043456243,0.24350044002198007,0.8903328684546438,8.674502350392382,True,6,0.7904152503192102
series_009,2024-11-01,2024,11,831111.8233258144,CRITICAL,NONE,0.93874,0.40862,False,True,0.0,71.4,41.7,50.8,6.3,INTERMITTENT_ACTIVE,57.7,51.8,4.4,5.3,1.9,16.5,20.2,0.589,HIGHLY_SEASONAL,CRITICAL_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,CRITICAL_HIGHLY_SEASONAL__NONEEOM_INTERMITTENT_ACTIVE,53.81,Moving_Average,5,38908993.07439953,594601.868371741,38314391.20602779,3242416.089533294,985151.6116515305,659138.0700883174,0.862,0.191,0.74,0.343,0.819,0.617,0.76,0.682,8.85,0.283,0.9,5,2,7,65,0.1256,0.6677,617893.4194487461,288367.9544388104,785651.4382249597,673242.96,-0.004,-0.017,False,False,11,0,True,5,2.0396768552714817,3242416.089533294,3192865.9338356494,297300.9341858705,502.27302538766764,594601.868371741,659138.0700883174,985151.6116515305,38314391.20602779,2,11001908.15848233,680731.7429345215,2000662.1484330709,4.043883121266134,38908993.07439953,35004814.408657774,10,2,785651.4382249597,288367.9544388104,617893.4194487461,673242.9627239378,65,11,0.8618326942301833,0.19081310917528554,0.7395464116939614,0.3425995914183034,0.9983031557339583,0.8190615556526133,0.6170281953914932,0.7603963015372899,0.681974147992152,0.2827600328141393,0.8996587072228672,8.845199151021342,True,7,0.18148712485869867
series_010,2025-09-01,2025,9,9856.136623666494,MEDIUM,NONE,0.60468,0.39942,False,True,18.0,100.0,11.5,72.3,33.8,RARE_STALE,49.7,12.0,9.9,2.0,50.3,0.8,25.0,0.956,VOLATILE,MEDIUM_VOLATILE_RARE_STALE,MEDIUM_VOLATILE__NONEEOM_RARE_STALE,53.81,Conservative_MA,2,365859.00898889016,3795.327091990212,362063.68189689994,30488.25074907418,5313.31343843014,9643.857046617422,0.714,0.099,0.545,0.261,0.0,0.394,0.521,0.47,7.59,0.326,0.265,8,1,4,73,0.0678,0.6862,8918.95275892795,10934.609641517869,2458.6921294895637,10079.9,0.011,-0.051,True,False,9,0,True,8,3.253866948908051,30488.25074907418,30171.973491408327,3795.327091990212,531.7163561431637,3795.327091990212,9643.857046617422,5313.31343843014,362063.68189689994,1,119337.64998509682,0.0,12003.641223045084,37.444987753843485,365859.00898889016,96892.4146892446,11,1,2458.6921294895637,10934.609641517869,8918.95275892795,10079.902119102064,73,6,0.7143179841011316,0.09944934356615433,0.5451535543671723,0.26134378737920616,0.30510919021208216,0.0,0.3937136742228346,0.5207323206144912,0.46962747025186435,0.32618480631351815,0.2648353937136119,7.586571171690988,True,4,0.5866430124456344
